facility_id,year,month,fish_selected,chalimus_ab,lep_motile_ab,lep_af_ab,cal_motile_ab,weight
1,2009,5,120,0.0000,0.0167,0.0083,0.0000,1.0000
1,2009,6,40,0.0000,0.0000,0.0000,0.0000,0.4793
1,2010,11,60,0.0167,0.5333,0.1833,0.0167,0.4773
1,2010,12,62,0.0161,0.6290,0.3065,0.0000,0.3300
1,2011,1,60,0.0000,1.0333,0.4167,0.0000,0.2320
1,2011,2,60,0.0000,1.9833,0.4333,0.0000,0.2130
1,2011,3,120,0.2250,0.4000,0.2583,6.0167,0.2097
1,2011,4,120,0.1917,0.4000,0.1167,1.2167,0.2337
1,2011,5,120,0.0000,0.0833,0.0167,0.0750,0.2184
1,2011,6,60,0.0333,0.0167,0.0167,0.0167,0.3327
1,2011,7,60,0.0000,0.0000,0.0000,0.0000,0.2413
1,2011,8,61,0.0000,0.0000,0.0000,0.0000,0.0944
1,2011,9,60,0.0000,0.0000,0.0000,0.0000,0.1473
1,2011,10,60,0.0000,0.0167,0.0167,0.0000,0.2012
1,2011,11,60,0.0333,0.2167,0.0333,0.0833,0.1461
1,2012,3,40,0.0000,0.0000,0.0000,0.0000,0.3545
1,2012,4,60,0.0000,0.0167,0.0167,0.0000,0.4205
1,2013,10,61,0.0000,0.1311,0.0000,0.0000,0.3091
1,2013,11,60,0.0000,0.1333,0.0167,0.0000,0.5541
1,2013,12,60,0.0000,0.2667,0.0500,0.0000,1.0000
1,2014,1,60,0.1167,0.4667,0.1833,0.0000,0.5501
1,2014,2,60,0.2333,0.0333,0.0000,0.0000,0.6644
1,2014,4,20,0.3000,0.0000,0.0000,0.0000,0.0881
1,2014,5,60,0.0000,0.0000,0.0000,0.0000,0.4586
1,2014,6,40,0.0000,0.0250,0.0000,0.0000,0.4138
1,2015,3,120,0.2500,0.0417,0.0250,0.0083,0.5990
1,2015,4,120,0.0083,0.1167,0.0167,0.0750,0.5379
1,2015,5,124,0.0645,0.1774,0.0887,0.0081,0.4463
1,2015,6,124,0.0726,0.0323,0.0161,0.0000,0.3858
1,2015,7,62,0.0161,0.0645,0.0000,0.0000,0.3242
1,2015,8,63,0.0476,0.0794,0.0317,0.0000,0.3141
1,2015,9,60,0.2667,2.7000,1.3833,0.0000,0.3100
1,2015,10,60,0.0000,3.9333,2.2500,0.0000,0.5432
1,2015,11,60,0.0000,0.2667,0.1500,0.0000,0.1248
1,2015,12,60,0.0000,0.0833,0.0667,0.0000,0.3053
1,2016,1,63,1.3651,0.1270,0.1111,0.0635,0.2274
1,2016,2,62,0.0484,0.6290,0.2581,0.0000,0.2644
1,2016,3,123,0.1382,0.4472,0.1626,0.0000,0.3111
1,2016,4,125,0.1360,0.9520,0.4480,0.0000,0.2574
1,2016,5,123,0.2358,1.9675,1.0163,0.3740,0.1929
1,2016,6,63,0.2540,4.8254,1.8413,0.0476,0.2474
1,2016,8,60,0.0000,0.0333,0.0167,0.0000,0.1744
1,2016,9,63,0.1111,0.5238,0.1746,0.0000,0.5010
1,2016,10,63,0.0159,0.1111,0.0000,0.0000,0.1993
1,2017,4,122,0.0000,0.0492,0.0000,0.2623,0.1964
1,2017,5,125,0.0080,0.2080,0.0480,0.1040,0.7929
1,2017,6,124,0.0000,0.1290,0.0081,0.0484,0.6349
1,2017,7,60,0.0000,0.0500,0.0000,0.0000,0.5339
1,2017,8,60,0.0000,0.1000,0.0167,0.0000,0.5340
1,2017,9,63,0.0000,0.2381,0.0794,0.0000,0.5342
1,2017,10,60,0.2333,0.3333,0.2667,0.0333,0.7667
1,2017,11,63,0.2222,1.2540,0.4286,0.3651,0.3107
1,2017,12,61,0.2951,0.8033,0.3279,0.1148,0.2181
1,2018,1,63,0.2381,1.1587,0.7302,0.2698,0.2263
1,2018,2,61,0.8852,0.3770,0.2131,0.0164,0.2268
1,2018,3,130,0.0154,0.2000,0.0923,0.0000,0.2274
1,2018,4,105,0.0000,0.1905,0.0952,0.0000,0.2285
1,2018,5,127,0.1732,0.0551,0.0157,0.0945,0.1603
1,2018,6,64,0.0000,0.2344,0.0312,0.0000,0.0829
1,2018,7,63,0.0000,0.1270,0.0317,0.0000,0.0836
1,2018,9,63,0.0000,0.1429,0.1111,0.0000,0.1087
1,2019,5,63,0.2222,0.1429,0.0000,0.1429,0.2804
1,2019,6,127,0.2047,1.6142,0.5197,0.1890,0.4232
1,2019,7,147,0.2109,0.0816,0.0340,0.0000,0.4282
1,2019,9,63,0.0000,0.5238,0.1587,0.0000,0.1998
1,2019,10,63,0.0317,0.5397,0.3016,0.0000,0.2020
1,2019,11,63,0.0635,0.7302,0.3016,0.0159,0.2027
1,2019,12,64,0.2812,2.6250,1.4844,0.9219,0.2025
1,2020,1,66,2.0758,7.6818,3.5000,2.8182,0.2798
1,2020,2,60,0.2667,1.6833,0.9333,0.0500,0.2023
1,2020,3,240,0.0417,0.3625,0.2375,0.0292,0.2291
1,2020,4,240,0.3542,0.4333,0.2708,0.0167,0.1903
1,2020,5,240,1.9417,1.2708,0.5083,0.2083,0.2489
1,2020,6,221,0.2986,1.8281,1.0136,0.1629,0.2975
1,2020,7,100,0.0400,1.3200,0.7400,0.0100,0.3233
1,2020,8,60,0.2333,0.8333,0.4000,0.0667,0.4270
1,2021,7,60,0.1333,0.0833,0.0000,0.0167,0.2237
1,2021,8,60,0.0000,0.0667,0.0333,0.0000,0.2105
1,2021,9,40,0.1250,1.4000,0.8500,0.0250,0.2116
1,2021,10,60,0.0167,1.7833,1.1333,0.0000,0.2132
1,2021,11,40,0.0000,0.1750,0.0500,0.0500,0.2140
1,2021,12,40,0.0000,0.1000,0.0500,0.0000,0.2148
1,2022,1,60,0.0500,0.0500,0.0000,0.0000,0.2153
1,2022,2,60,0.4833,0.1333,0.0667,0.1833,0.2156
1,2022,3,80,3.9750,1.3500,0.1750,0.4125,0.2159
1,2022,4,160,1.5688,1.1562,0.3438,0.7312,0.2155
1,2022,5,180,0.2389,0.8500,0.5111,0.2500,0.2144
1,2022,6,100,0.1100,0.4200,0.2300,0.0600,0.2123
1,2022,7,40,0.0250,0.2000,0.1000,0.0000,0.2199
1,2022,8,40,0.0000,0.3500,0.2000,0.0000,0.2460
1,2022,9,40,0.0000,0.3250,0.1000,0.0000,0.3086
1,2022,10,20,0.0000,0.2000,0.2000,0.0000,0.1172
2,2016,11,120,4.1000,0.8667,0.2500,1.2833,0.3777
2,2016,12,120,5.3167,2.0083,0.6667,2.3500,0.3287
2,2017,1,220,3.6455,1.0818,0.2455,1.1682,0.3857
2,2017,2,200,3.6450,0.9350,0.1950,2.7600,0.3971
2,2017,3,440,0.8159,0.3636,0.0568,0.9182,0.4205
2,2017,4,200,2.6550,0.4250,0.0500,0.4400,0.3007
2,2017,5,200,7.5150,0.8900,0.3200,2.7300,0.3143
2,2017,6,200,4.0150,0.7100,0.2050,4.7850,0.3372
2,2017,7,460,1.9500,0.4761,0.0587,1.6500,0.3497
2,2017,8,200,5.1350,2.7900,0.7450,4.0050,0.3577
2,2017,9,200,0.9050,3.0250,1.5400,2.0500,0.3782
2,2017,10,320,1.7156,6.2906,3.0344,1.6125,0.2935
2,2017,11,200,0.0750,0.4350,0.3300,0.0450,0.4600
2,2017,12,240,0.3250,1.5542,0.7042,0.2625,0.3181
2,2018,1,260,0.3885,1.8923,1.0000,0.2731,0.3181
2,2018,2,240,0.1083,2.3625,1.4500,0.0833,0.3080
2,2018,3,360,0.0750,1.0694,0.6694,0.0444,0.2717
2,2018,4,220,0.5727,0.9045,0.2045,0.0773,0.2099
2,2018,5,120,0.3917,2.1250,0.7000,0.0667,0.0934
2,2018,11,120,7.0500,1.6000,0.0083,0.9583,0.2856
2,2018,12,180,2.8278,0.3222,0.1000,3.2111,0.3014
2,2019,1,200,1.7100,0.4350,0.0700,3.5250,0.3415
2,2019,2,340,0.5471,0.2853,0.0588,0.7647,0.3437
2,2019,3,180,0.4222,0.0500,0.0000,0.0556,0.3418
2,2019,4,180,3.4778,0.5056,0.0444,0.7278,0.3572
2,2019,5,320,4.5281,0.3812,0.0813,1.3531,0.2896
2,2019,6,300,7.2500,0.4833,0.1567,1.7967,0.3186
2,2019,7,220,5.8364,0.2045,0.0136,0.4909,0.3463
2,2019,8,240,12.9333,5.1208,2.2875,1.9792,0.3700
2,2019,9,660,3.8955,8.2227,4.7788,0.3379,0.3721
2,2019,10,260,3.1192,10.0885,5.5577,0.4269,0.4195
2,2019,11,180,1.0111,5.8444,4.3833,0.0222,0.3157
2,2019,12,240,0.0125,1.1458,0.8208,0.0167,0.3590
2,2020,1,240,0.0083,1.1458,0.8333,0.0125,0.3591
2,2020,2,240,0.1125,1.0667,0.7000,0.0250,0.3609
2,2020,3,300,0.4300,1.2900,0.6367,0.0667,0.3110
2,2020,4,240,2.1167,2.2333,1.1250,0.1167,0.2073
2,2020,5,340,4.1676,4.0618,1.7824,0.4059,0.1763
2,2020,6,60,3.4833,7.8500,3.9167,0.4833,0.1178
2,2021,12,200,3.3500,0.6500,0.0000,0.0000,0.3545
2,2022,1,400,2.6200,2.3900,0.4450,0.8000,0.3645
2,2022,2,1000,1.5260,1.9560,0.4660,0.4340,0.3784
2,2022,3,840,5.6524,4.1167,0.5381,0.8762,0.3769
2,2022,4,800,0.1975,0.5450,0.0525,0.0225,0.2705
2,2022,5,600,3.5833,1.3300,0.2200,1.0933,0.2718
2,2022,6,680,3.1176,2.3765,0.7588,1.3647,0.2984
2,2022,7,880,3.7045,7.9886,2.2023,2.9205,0.3719
2,2022,8,800,0.0125,2.0575,1.1150,0.1100,0.3726
2,2022,9,480,0.8125,1.2250,0.7375,0.0625,0.3737
2,2022,10,840,7.3452,2.0548,0.7548,0.3000,0.3803
2,2022,11,800,3.1900,1.1275,0.3075,0.2400,0.3120
2,2022,12,480,1.8583,1.9667,0.5042,1.2083,0.3137
2,2023,1,601,0.7155,2.3361,1.2612,0.6988,0.3174
2,2023,2,680,0.2794,1.9412,0.9971,0.1441,0.3180
2,2023,3,800,0.0175,0.9525,0.5550,0.0025,0.3180
2,2023,4,360,0.0056,0.6000,0.3222,0.0056,0.2104
2,2023,5,440,0.0409,0.6682,0.4045,0.0045,0.1554
2,2023,6,40,0.0500,1.1500,0.7000,0.0000,0.0898
3,2005,6,60,8.4500,0.1833,0.0000,0.7833,0.0686
3,2005,7,60,2.6667,0.6500,0.0000,0.0667,0.0656
3,2005,8,60,0.3000,4.4500,0.4500,0.2333,0.0713
3,2005,9,60,0.0000,2.1500,0.0333,0.0000,0.1070
3,2005,10,60,0.0000,1.2000,0.0000,0.0000,0.0725
3,2005,11,60,0.0000,0.0333,0.0000,0.0000,0.0731
3,2005,12,60,0.0000,0.0333,0.0000,0.0000,0.0842
3,2006,1,60,0.0000,0.1333,0.0000,0.0000,0.0925
3,2006,2,60,0.0833,0.1500,0.0167,0.0000,0.0846
3,2006,3,60,0.1833,0.4833,0.0000,0.0167,0.0832
3,2006,4,120,0.0000,1.6500,0.4167,0.1167,0.0729
3,2006,5,120,0.5667,3.5583,0.8167,0.2000,0.0534
3,2006,6,120,1.5333,5.0250,2.8583,0.5833,0.0523
3,2006,7,60,0.4667,3.7167,2.8833,0.2000,0.0513
3,2006,8,60,1.3333,0.4500,0.3167,0.2333,0.0474
3,2006,9,60,4.2500,0.1500,0.0833,0.5000,0.0596
3,2006,10,60,1.5833,1.9667,0.2500,0.0167,0.0578
3,2006,11,60,1.1500,1.0000,0.7500,0.9167,0.0548
3,2006,12,60,0.8167,1.9000,0.7000,0.5667,0.0472
3,2007,4,60,0.0000,0.0000,0.0000,0.7833,0.1012
3,2007,6,60,1.1500,0.0167,0.0000,0.6833,0.0969
3,2007,7,60,2.1500,0.0500,0.0000,1.7000,0.0909
3,2007,8,60,1.5667,0.0333,0.0333,0.0000,0.0967
3,2007,9,60,0.1000,0.0000,0.0000,1.0000,0.0879
3,2007,10,60,0.0667,0.2000,0.1333,0.3167,0.0907
3,2007,11,60,0.4167,0.3000,0.0667,0.4667,0.0959
3,2007,12,60,0.0833,0.2667,0.0833,0.2167,0.0893
3,2008,1,60,0.0000,0.2500,0.0500,0.2500,0.0900
3,2008,2,60,0.1500,0.4833,0.2167,0.1500,0.1223
3,2008,3,60,0.0333,0.8000,0.2167,0.8333,0.0845
3,2008,4,60,0.1500,1.1000,0.4000,0.9167,0.0839
3,2008,5,60,0.0000,3.4667,1.9333,0.9500,0.0823
3,2008,6,120,0.2083,3.6583,1.7000,1.4583,0.0869
3,2008,7,120,0.2583,1.9500,0.8917,0.0833,0.0832
3,2008,9,60,0.6833,0.0167,0.0000,0.0500,0.0779
3,2008,10,60,0.8167,0.2000,0.0667,0.0000,0.0779
3,2008,11,60,1.1167,1.0333,0.1833,0.7500,0.0691
3,2009,1,60,1.8333,1.1667,0.4833,0.0000,0.0657
3,2009,2,60,0.0000,0.3333,0.1667,0.0167,0.0655
3,2009,3,60,0.0000,0.1833,0.0167,0.0000,0.0720
3,2009,4,60,0.0000,0.2000,0.1000,0.0000,0.0800
3,2011,7,40,0.0000,0.1750,0.0250,0.2750,0.0598
3,2011,8,80,3.9250,1.7500,0.4750,4.3625,0.1084
3,2011,9,141,7.8936,3.1915,1.2837,5.3759,0.0990
3,2011,10,180,5.1222,2.6667,1.1556,3.8167,0.0983
3,2011,11,60,0.0000,0.4167,0.2000,0.0000,0.0548
3,2011,12,120,0.2917,0.1500,0.0500,0.0333,0.0949
3,2012,1,60,0.2000,0.2333,0.1333,0.1000,0.0960
3,2012,2,60,0.3167,0.0167,0.0167,0.1333,0.0906
3,2012,3,120,1.0083,0.2333,0.0833,0.4917,0.0828
3,2012,4,180,1.7889,1.0444,0.3167,0.8111,0.0893
3,2012,5,60,0.1333,0.4000,0.1667,0.1167,0.0944
3,2012,7,60,0.2167,0.0833,0.0000,0.0667,0.1378
3,2012,9,60,4.3000,5.4667,2.8000,0.7500,0.0903
3,2012,10,120,1.8333,5.7833,2.6417,2.0750,0.0717
3,2012,11,120,1.3333,10.1333,6.6250,0.4667,0.0438
3,2015,1,60,1.2500,0.0833,0.0667,0.2500,0.1107
3,2015,2,60,2.3333,0.2833,0.0833,0.8167,0.1633
3,2015,3,120,1.9583,2.4333,1.0750,4.1417,0.1706
3,2015,4,122,1.3852,2.7541,1.5164,1.5738,0.2049
3,2015,5,120,0.0000,0.6167,0.4333,0.0167,0.2131
3,2015,6,120,0.9000,0.3917,0.2417,0.1583,0.1282
3,2015,7,60,0.1667,0.6000,0.1167,0.2667,0.1426
3,2015,8,60,0.0333,0.8000,0.2667,0.1667,0.1604
3,2015,9,60,0.5500,1.5000,0.8333,0.2667,0.1129
3,2015,10,60,0.2333,1.7167,0.9500,0.2333,0.0966
3,2015,11,60,0.2000,4.8333,2.2167,1.8833,0.0900
3,2015,12,60,0.0000,4.3333,2.2167,0.0333,0.0669
3,2016,1,60,0.0167,1.4667,0.9333,0.1333,0.0669
3,2016,2,60,0.0000,1.3833,0.9167,0.0167,0.0588
3,2016,12,80,0.0500,3.1125,1.9125,1.1750,0.1012
3,2017,1,60,0.0000,4.0167,2.1667,4.2833,0.1330
3,2017,2,100,0.0100,0.7500,0.3800,0.1600,0.1412
3,2017,3,160,0.0312,0.1313,0.0375,0.0312,0.1487
3,2017,4,200,0.0850,0.2000,0.1250,0.1800,0.1770
3,2017,5,240,0.7167,0.1875,0.1000,0.3083,0.2048
3,2017,6,200,1.9700,0.3950,0.1550,0.7300,0.2580
3,2017,7,100,2.8000,0.7500,0.5100,0.4000,0.1480
3,2017,8,120,4.1500,1.8083,1.0417,2.2250,0.1249
3,2017,10,82,1.3049,6.6829,3.1829,1.7683,0.1095
3,2017,11,60,0.0333,0.6833,0.3500,0.0000,0.0980
3,2017,12,60,0.0167,0.4000,0.2667,0.0000,0.0971
3,2018,1,120,0.0000,0.9583,0.7167,0.3833,0.0569
3,2018,12,60,0.0667,0.7000,0.2167,0.7833,0.0923
3,2019,1,220,1.5636,1.3727,0.1818,2.8955,0.1120
3,2019,2,260,1.5885,2.4962,0.6115,3.4615,0.1254
3,2019,3,240,1.2000,2.9917,0.9458,1.2625,0.1258
3,2019,4,220,0.0000,0.3591,0.1545,0.0136,0.1329
3,2019,5,200,0.0350,0.1000,0.0700,0.0100,0.1527
3,2019,6,240,0.8125,0.3167,0.0625,0.2708,0.1755
3,2019,7,240,1.5500,1.4542,0.6292,1.5458,0.1073
3,2019,8,220,1.6773,1.9136,0.9091,0.9318,0.1187
3,2019,9,160,2.2750,6.9562,3.7375,0.9625,0.0845
3,2019,10,220,0.0773,4.4364,2.7818,0.5318,0.0808
3,2019,11,240,0.0042,2.9708,1.7417,0.0208,0.0599
3,2019,12,240,0.0000,3.3250,2.1333,0.0125,0.0571
3,2020,1,160,0.0437,2.8312,1.7188,0.0813,0.0478
3,2020,2,100,0.7200,4.0900,1.9300,1.2200,0.0168
3,2020,12,480,6.7333,2.2208,0.5542,2.9500,0.1571
3,2021,1,480,6.6375,4.3042,1.3500,5.8917,0.1695
3,2021,2,840,2.2929,2.0119,0.6381,3.2524,0.1970
3,2021,3,720,0.1028,0.2750,0.1056,0.2750,0.2095
3,2021,4,400,0.1050,0.4850,0.1250,0.1500,0.2406
3,2021,5,600,3.4200,1.8400,0.5200,0.6467,0.3108
3,2021,6,600,1.0667,0.2200,0.0500,0.1367,0.3675
3,2021,7,400,19.4200,1.6900,0.4750,5.0350,0.6000
3,2021,8,240,12.7333,4.8083,1.8833,5.4667,0.9504
3,2021,9,560,19.2179,9.9821,3.7214,5.0536,0.9280
3,2021,10,360,4.1167,0.7278,0.2111,0.4889,0.5447
3,2021,11,480,7.1042,5.2625,1.9750,3.4375,0.5442
3,2021,12,200,3.0800,7.8500,3.6400,3.1900,0.5221
3,2022,10,240,6.7583,3.3333,2.1000,0.6750,0.6009
3,2022,11,720,0.9750,2.2889,1.0389,0.1361,0.6022
3,2022,12,760,0.0421,1.2500,0.7921,0.0763,0.6127
3,2023,1,680,0.5029,0.7147,0.4176,0.1471,0.6386
3,2023,2,360,1.2944,0.9444,0.4056,0.2944,0.6418
3,2023,3,798,2.2256,1.3910,0.4612,0.6541,0.6417
3,2023,4,640,0.7281,0.5188,0.2500,0.1500,0.6408
3,2023,5,600,2.3900,1.2500,0.4967,0.6767,0.6406
3,2023,6,800,7.4375,3.7000,1.4050,1.2600,0.6408
3,2023,7,521,2.4415,1.4626,0.4607,0.2265,0.6462
5,2005,1,60,1.6667,0.1667,0.0000,0.1667,0.0363
5,2005,2,60,2.7833,0.4167,0.0167,0.4167,0.0737
5,2005,3,120,1.2917,0.6083,0.1000,0.4333,0.1207
5,2005,4,120,3.6000,0.9833,0.0500,0.3750,0.0837
5,2005,5,180,2.9556,1.3167,0.1722,0.8667,0.0780
5,2005,6,120,2.4833,1.2000,0.1833,0.6167,0.0784
5,2005,7,60,0.6667,1.3500,0.2167,0.8000,0.0775
5,2005,8,60,0.0667,0.4000,0.0167,0.0000,0.0908
5,2005,9,40,0.3750,0.0000,0.0000,0.0500,0.0105
5,2006,1,40,0.1750,0.4000,0.0000,0.1250,0.1319
5,2006,2,100,0.3100,0.5500,0.1300,0.1000,0.1526
5,2006,3,60,0.5500,0.5500,0.0333,0.2667,0.1471
5,2006,4,60,0.2667,0.4333,0.0333,0.0833,0.1458
5,2006,5,80,0.4000,0.5500,0.0750,0.0375,0.1537
5,2006,6,180,0.1278,0.4833,0.0722,0.1333,0.2033
5,2006,7,60,0.1667,0.4667,0.0667,0.2167,0.1330
5,2007,1,40,0.4250,0.2750,0.0500,0.1000,0.1855
5,2007,3,60,0.5333,0.6000,0.0833,0.4333,0.1609
5,2007,4,60,1.1833,0.8833,0.1500,1.0167,0.1708
5,2007,5,60,0.6833,0.2333,0.0500,0.3833,0.1588
5,2007,6,60,0.4667,0.4000,0.0333,0.4167,0.1436
5,2007,7,40,0.2250,0.0750,0.0000,0.3250,0.1198
5,2007,8,60,0.1167,0.0833,0.0167,0.1167,0.0723
5,2008,1,60,0.3833,0.0833,0.0167,0.2667,0.1785
5,2008,2,60,0.2500,0.0667,0.0000,0.0333,0.2109
5,2008,3,60,0.0667,0.2000,0.0000,0.1000,0.1897
5,2008,4,60,0.1000,0.0167,0.0000,0.1000,0.1693
5,2008,5,60,0.2500,0.2833,0.0333,0.0333,0.1833
5,2008,6,60,0.1000,0.1333,0.0000,0.2833,0.1539
5,2008,7,60,0.0833,0.0667,0.0333,0.0000,0.1613
5,2009,1,60,1.4000,0.3000,0.0333,0.7833,0.1444
5,2009,2,60,0.2500,0.3000,0.0167,0.3667,0.1642
5,2009,3,60,1.4667,0.1167,0.0167,0.8833,0.1812
5,2009,4,60,0.1833,0.1833,0.0500,0.2500,0.1560
5,2009,5,60,0.5000,0.2500,0.0667,0.9167,0.1716
5,2009,6,60,0.2500,0.1333,0.1000,1.1000,0.1566
5,2009,7,60,0.1167,0.0500,0.0167,0.0667,0.1172
5,2009,8,60,0.1000,0.2833,0.0667,0.1333,0.0604
5,2010,3,60,0.9167,0.5167,0.0333,0.0500,0.0844
5,2010,4,60,0.8333,0.6167,0.1333,0.1333,0.0897
5,2010,5,60,1.6500,0.2000,0.0333,0.1167,0.0751
5,2010,6,60,0.7500,0.8667,0.2000,0.4333,0.0758
5,2010,7,180,0.7944,0.2000,0.0167,1.4167,0.0694
5,2010,11,60,0.4000,0.0667,0.0000,0.1500,0.1575
5,2010,12,60,0.0500,0.1500,0.0000,0.1500,0.1907
5,2011,1,60,0.2167,0.2500,0.0000,0.0500,0.1961
5,2011,2,60,0.4167,0.3500,0.0833,0.2667,0.1813
5,2011,3,120,0.2417,0.2667,0.1000,0.2667,0.1651
5,2011,4,120,0.5167,0.2333,0.1250,0.4000,0.1504
5,2011,5,120,0.5333,0.1333,0.0333,0.1083,0.1214
5,2011,6,120,0.2833,0.2583,0.0833,0.0750,0.1257
7,2004,11,60,0.0000,2.8333,1.1833,0.0000,0.1140
7,2004,12,60,0.0000,3.8000,1.8333,0.0000,0.1127
7,2005,1,72,0.0000,1.7917,0.9167,0.0000,0.0712
7,2005,2,72,0.0556,0.9861,0.6389,0.0000,0.0608
7,2005,5,21,0.0000,0.2381,0.1429,0.0000,0.0160
7,2005,12,60,3.4667,3.6500,1.3333,0.0000,0.2341
7,2006,1,60,0.2833,10.3167,5.0667,0.0000,0.1510
7,2006,3,60,0.0000,0.8500,0.6667,0.0000,0.1274
7,2006,4,60,0.0167,1.3167,0.8333,0.0000,0.1464
7,2006,5,60,0.0000,1.2333,0.7000,0.0000,0.1239
7,2006,6,60,0.0000,0.8667,0.6500,0.0000,0.1649
7,2006,7,60,0.1833,0.2833,0.1500,0.0000,0.1191
7,2006,8,60,0.0500,0.8833,0.6167,0.0000,0.2242
7,2006,9,40,0.1750,1.7250,1.1500,0.0000,0.0818
7,2006,12,60,0.1167,0.3500,0.0000,0.0000,0.2248
7,2007,1,60,0.2500,0.7333,0.0667,0.0000,0.1567
7,2007,2,60,0.1833,2.6833,0.0667,0.0000,0.1434
7,2007,3,60,0.0833,2.3167,0.3000,0.0000,0.1223
7,2007,4,60,0.0167,0.8333,0.1167,0.0000,0.1265
7,2007,5,60,0.0167,0.4333,0.0167,0.0000,0.1412
7,2007,6,60,0.0000,0.3167,0.0333,0.0000,0.1844
7,2007,7,60,0.0000,0.1667,0.0000,0.0000,0.1295
7,2007,8,60,0.0167,0.2333,0.1500,0.0167,0.1337
7,2007,10,60,0.0167,0.3333,0.0833,0.0000,0.1403
7,2007,11,60,0.1167,0.3167,0.0833,0.0000,0.1449
7,2007,12,60,0.1333,0.4000,0.1833,0.0000,0.1308
7,2008,1,60,0.6833,2.3167,0.6833,0.0000,0.1292
7,2008,2,60,0.0000,5.1833,1.7167,1.0333,0.1286
7,2008,3,60,0.0167,0.5333,0.1167,0.0000,0.1192
7,2008,4,60,0.0000,0.2667,0.0000,0.0000,0.1242
7,2008,5,60,0.0000,0.1167,0.0833,0.0000,0.1245
7,2008,6,60,0.0000,0.1500,0.0833,0.0167,0.1122
7,2008,7,60,0.1667,0.5000,0.1500,0.0000,0.0821
7,2008,8,60,0.1500,0.4333,0.1833,0.0000,0.0644
7,2009,4,60,0.0000,0.0167,0.0000,0.0000,0.1382
7,2009,5,60,0.0333,0.0333,0.0000,0.0000,0.1504
7,2009,6,80,0.0000,0.0625,0.0500,0.0000,0.1124
7,2009,7,60,0.0167,0.1167,0.0000,0.0000,0.1550
7,2009,9,60,0.0000,3.0333,1.7000,0.0000,0.1242
7,2009,10,60,0.2667,2.6500,1.4000,0.0000,0.1295
7,2009,11,60,0.0000,2.6333,1.7500,0.1000,0.1352
7,2009,12,60,0.6333,5.0000,1.8667,0.2500,0.0919
7,2010,1,123,0.6260,2.6667,1.4472,0.0000,0.0943
7,2010,2,63,0.0317,1.3968,0.6190,0.0000,0.1027
7,2010,3,63,0.0000,0.4286,0.2698,0.0000,0.0861
7,2010,4,105,0.0000,0.5048,0.2381,0.0190,0.1193
7,2010,5,63,0.0794,0.3968,0.1905,0.0000,0.0481
7,2010,6,126,0.0079,0.3889,0.2302,0.0000,0.0431
7,2010,7,63,0.0000,0.6349,0.3016,0.0000,0.0314
7,2010,8,63,0.4444,0.5079,0.1905,0.0000,0.0171
7,2010,12,60,0.0000,0.1833,0.0000,0.0000,0.0678
7,2011,1,220,0.0045,0.0318,0.0091,0.0000,0.1201
7,2011,2,60,0.0333,0.2500,0.0667,0.0000,0.1462
7,2011,3,125,0.0960,0.4080,0.1760,0.0000,0.1515
7,2011,4,286,0.0699,0.1993,0.0455,0.0035,0.1008
7,2011,5,126,0.2460,0.5873,0.0714,0.0000,0.1539
7,2011,6,206,0.0340,0.2670,0.1068,0.0049,0.0969
7,2011,7,61,0.0000,0.4754,0.1148,0.0000,0.1456
7,2011,8,63,0.0000,0.4444,0.2063,0.0000,0.1061
7,2011,9,60,0.0000,0.7167,0.3000,0.0000,0.1744
7,2011,10,60,0.1000,1.0833,0.7500,0.0000,0.1409
7,2011,11,60,0.0333,1.1000,0.5333,0.0167,0.2452
7,2011,12,60,0.0500,2.5000,1.1833,0.0000,0.2770
7,2012,1,120,0.0000,0.7917,0.4417,0.0000,0.1206
7,2012,2,100,0.0000,0.4200,0.1900,0.0100,0.0893
7,2012,3,120,0.0000,0.1417,0.0833,0.0000,0.0538
7,2012,4,120,0.0000,0.3833,0.2750,0.0000,0.0983
7,2012,5,120,0.0250,0.4833,0.2833,0.0000,0.0230
7,2012,7,60,0.0500,0.6500,0.1667,0.0000,0.0119
7,2015,3,120,0.0000,0.0000,0.0000,0.0167,0.0564
7,2015,4,120,0.0000,0.0167,0.0083,0.0250,0.1471
7,2015,5,120,0.0333,0.2667,0.0750,0.0083,0.2442
7,2015,6,60,0.1000,2.3500,1.0333,0.0000,0.1899
7,2015,7,121,0.0000,3.5124,1.8430,0.0083,0.2042
7,2015,8,60,0.0000,2.7333,1.4333,0.0000,0.1593
7,2015,9,140,0.0000,4.4786,2.6357,0.0000,0.1610
7,2015,10,140,0.0000,3.8357,2.6286,0.0000,0.1657
7,2015,11,60,0.0000,2.8833,1.9667,0.0000,0.1654
7,2015,12,60,0.0000,1.1000,0.7833,0.0000,0.1341
7,2016,1,60,0.0000,1.3833,0.8500,0.0000,0.1276
7,2016,2,61,0.0000,1.9180,1.2787,0.0000,0.1276
7,2016,3,121,0.0000,2.4215,1.3884,0.0000,0.0906
7,2016,4,60,0.0000,3.0167,1.9667,0.0000,0.1074
7,2016,5,60,0.1500,4.2333,2.2500,0.0000,0.2479
7,2016,10,60,0.0167,0.0833,0.0333,0.0000,1.0000
7,2016,11,60,0.0000,0.1333,0.0167,0.0000,0.0878
7,2016,12,61,0.0000,0.0820,0.0164,0.0000,0.1057
7,2017,1,60,0.0000,0.0667,0.0167,0.0000,0.0906
